model,region,scenario,unit,variable,2015,2020,2030,2040,2050,2060,2070,2080,2090,2100
MESSAGE-GLOBIOM,World,ssp245,kt HFC365mfc / yr,Emissions|HFC365mfc,4.6492,6.1505,4.9034,3.7899,3.1248,3.1928,3.257,3.3735,3.6094,3.5389
MESSAGE-GLOBIOM,World,ssp245,kt HFC4310mee / yr,Emissions|HFC4310mee,1.1516,1.3082,0.7725,0.4929,0.3581,0.3312,0.3083,0.2937,0.2918,0.2693
MESSAGE-GLOBIOM,World,ssp245,kt Halon1202 / yr,Emissions|Halon1202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGE-GLOBIOM,World,ssp245,kt Halon1211 / yr,Emissions|Halon1211,3.2933,2.1847,0.9614,0.4231,0.1862,0.0819,0.0361,0.0159,0.007,0.008
MESSAGE-GLOBIOM,World,ssp245,kt Halon1301 / yr,Emissions|Halon1301,1.3378,1.1071,0.7583,0.5193,0.3557,0.2436,0.1668,0.1143,0.0783,0.0536
MESSAGE-GLOBIOM,World,ssp245,kt Halon2402 / yr,Emissions|Halon2402,0.3481,0.279,0.1793,0.1153,0.0741,0.0476,0.0306,0.0197,0.0126,0.0081
MESSAGE-GLOBIOM,World,ssp245,kt N2O / yr,Emissions|N2O,10900.0,11322.9,12208.8,12623.8,12586.9,12218.6,11545.7,10362.6,9524.76,8732.33
MESSAGE-GLOBIOM,World,ssp245,kt NF3 / yr,Emissions|NF3,1.3581,1.3777,0.5742,0.5116,0.4223,0.3721,0.3007,0.216,0.1485,0.1342
MESSAGE-GLOBIOM,World,ssp245,kt SF6 / yr,Emissions|SF6,8.02,8.1357,3.391,3.0215,2.4938,2.1975,1.7759,1.2753,0.8766,0.7922
MESSAGE-GLOBIOM,World,ssp245,kt SO2F2 / yr,Emissions|SO2F2,2.5317,2.5108,2.4987,2.3629,2.2037,1.767,1.4625,0.906,0.8035,0.7556
MESSAGE-GLOBIOM,World,ssp245,kt cC4F8 / yr,Emissions|cC4F8,1.2672,1.2567,1.2507,1.1828,1.1029,0.8844,0.7321,0.4536,0.4021,0.3783
